"simple_id"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"	"proximity"
"P:r1@AL355472.1"	4.79560121976794e-208	0.774960576552777	0.281	0.102	3.60231176825309e-203	"3"	"AL355472.1"	"P"
"P:r1@LRRN4CL"	5.37506685336256e-208	0.954155187293681	0.49	0.302	4.03758896824035e-203	"2"	"LRRN4CL"	"P"
"P:r1@AGFG2"	5.41996524955883e-208	0.784389569621654	0.283	0.103	4.07131529651111e-203	"3"	"AGFG2"	"P"
"P:r1@OGA"	5.84274537528069e-208	0.565317603697664	0.711	0.388	4.3888950435496e-203	"3"	"OGA"	"P"
"P:r1@PPP6R1"	7.82031027437871e-208	0.55490257753002	0.564	0.269	5.87438246880506e-203	"3"	"PPP6R1"	"P"
"D:r1@ADDG13030840607.R"	9.46254319875033e-208	4.47465897477816	0.277	0.016	7.10797857460528e-203	"9"	"ADDG13030840607.R"	"D"
"P:r1@SMTN"	1.22334733087212e-207	1.23294931363313	0.271	0.124	9.18941814531207e-203	"1"	"SMTN"	"P"
"P:r1@AP5S1"	1.26740700800904e-207	1.27704595929245	0.266	0.121	9.52038122206149e-203	"1"	"AP5S1"	"P"
"P:r1@SMARCC2"	1.54167609340642e-207	0.616723707993837	0.732	0.56	1.1580608310841e-202	"1"	"SMARCC2"	"P"
"P:r1@GAMT"	1.95150707319523e-207	0.618906027841522	0.878	0.749	1.46591356817206e-202	"4"	"GAMT"	"P"
"P:r1@ADAMTS15"	3.23299986125156e-207	0.706291709815861	0.554	0.279	2.42853250577634e-202	"3"	"ADAMTS15"	"P"
"D:r2@ADDG06147203889.B"	5.28887462014673e-207	0.893865427057574	0.454	0.271	3.97284394841562e-202	"1"	"ADDG06147203889.B"	"D"
"P:r1@TMSB4XP8"	6.52460140444029e-207	0.61755595417564	0.665	0.362	4.90108483697341e-202	"3"	"TMSB4XP8"	"P"
"P:r1@NFKB1"	6.56643217239158e-207	1.07294221558602	0.382	0.213	4.93250685493539e-202	"1"	"NFKB1"	"P"
"P:r1@TMX3"	7.37167676868798e-207	0.569751917076284	0.82	0.506	5.53738243833535e-202	"3"	"TMX3"	"P"
"P:r1@AZGP1"	7.38504524610018e-207	1.10782476693518	0.256	0.108	5.54742443751307e-202	"2"	"AZGP1"	"P"
"P:r1@RAB5IF"	7.58960170323539e-207	0.506304954885401	0.958	0.893	5.70108111141933e-202	"4"	"RAB5IF"	"P"
"P:r1@BX284668.5"	8.80912452691259e-207	0.54992813173519	0.714	0.386	6.61715007088093e-202	"3"	"BX284668.5"	"P"
"P:r1@ABHD14A-ACY1,r1@ABHD14A"	1.22571103663273e-206	0.532474200285958	0.816	0.7	9.20717359387404e-202	"2"	"ABHD14A-ACY1,r1@ABHD14A"	"P"
"P:r1@CANT1"	1.23315912604994e-206	0.904987365160911	0.44	0.259	9.26312140714937e-202	"1"	"CANT1"	"P"
"P:r1@WASHC2A"	1.91414462444451e-206	0.988692114319683	0.41	0.237	1.43784801754398e-201	"1"	"WASHC2A"	"P"
"P:r1@GPD1L"	2.1278797705572e-206	1.08497773272714	0.372	0.202	1.59839944724945e-201	"2"	"GPD1L"	"P"
"P:r1@NECTIN2"	2.22885367340687e-206	0.633384648425799	0.699	0.521	1.67424801385304e-201	"1"	"NECTIN2"	"P"
"P:r1@GABRE"	2.60963244900038e-206	1.21619759440944	0.278	0.128	1.96027760671561e-201	"1"	"GABRE"	"P"
"P:r1@TPST1"	4.15361587096051e-206	0.584092484316609	0.821	0.663	3.1200716337894e-201	"1"	"TPST1"	"P"
"P:r2@MAFG"	4.43063899599013e-206	0.699339436241648	0.292	0.108	3.32816309461791e-201	"3"	"MAFG"	"P"
"P:r1@HEXB"	6.4308174861016e-206	0.547679724700979	0.821	0.665	4.83063717103494e-201	"1"	"HEXB"	"P"
"P:r1@KAT2A"	9.46344982614428e-206	0.591967259187144	0.479	0.218	7.1086596059048e-201	"3"	"KAT2A"	"P"
"P:r1@DPCD"	1.57341893538437e-205	0.859965675115536	0.474	0.294	1.18190510169268e-200	"1"	"DPCD"	"P"
"P:r1@PARP9"	2.09955935756916e-205	1.18017744786204	0.304	0.149	1.57712600262523e-200	"1"	"PARP9"	"P"
"P:r1@S1PR2,r2@DNMT1"	2.52472061070006e-205	0.775752981316721	0.283	0.104	1.89649438113956e-200	"3"	"S1PR2,r2@DNMT1"	"P"
"P:r1@HSPA9"	3.35827705417211e-205	0.619634735767517	0.924	0.8	2.52263697478247e-200	"4"	"HSPA9"	"P"
"P:r1@FOXO1"	3.91191446655164e-205	0.678142633090638	0.6	0.315	2.93851278983959e-200	"3"	"FOXO1"	"P"
"P:r2@CABIN1"	4.12732262122332e-205	3.45947115465909	0.28	0.023	3.10032093338432e-200	"7"	"CABIN1"	"P"
"P:r1@ANGPTL4"	4.44729656307674e-205	0.864636480700535	0.887	0.705	3.34067575928636e-200	"5"	"ANGPTL4"	"P"
"P:r1@KIF1C"	6.2872970207693e-205	0.84316650347135	0.478	0.294	4.72282890309128e-200	"1"	"KIF1C"	"P"
"P:r1@PIGG"	6.92471295702128e-205	0.567667321573015	0.452	0.199	5.20163663192568e-200	"3"	"PIGG"	"P"
"P:r1@NAGA"	1.0543947658527e-204	1.19656907624453	0.294	0.144	7.92029716265571e-200	"1"	"NAGA"	"P"
"P:r1@CDK14"	1.15119170073933e-204	0.747021067592873	0.538	0.345	8.64740669844362e-200	"1"	"CDK14"	"P"
"P:r1@ZFP36"	1.15931065256468e-204	0.561925368052893	0.879	0.831	8.70839382887014e-200	"0"	"ZFP36"	"P"
"P:r1@SSX2IP"	1.28923353295514e-204	2.67619859887487	0.681	0.13	9.68433552949912e-200	"7"	"SSX2IP"	"P"
"P:r1@MAP1S"	1.47295761005922e-204	0.795054809823106	0.509	0.323	1.10644156794819e-199	"1"	"MAP1S"	"P"
"P:r1@THOC6"	2.61747008888078e-204	1.0007783675321	0.397	0.227	1.96616500666458e-199	"1"	"THOC6"	"P"
"P:r1@ADDG0X154490024.R,r1@SLC10A3"	3.77828223364019e-204	0.571560867893421	0.816	0.499	2.8381322654435e-199	"3"	"ADDG0X154490024.R,r1@SLC10A3"	"P"
"P:r1@CHST14"	6.71853197423504e-204	0.528564699304692	0.665	0.343	5.04675966308614e-199	"3"	"CHST14"	"P"
"D:r1@ADDG17048598395.R"	7.08879127567212e-204	0.885585672692148	0.51	0.333	5.32488734254662e-199	"2"	"ADDG17048598395.R"	"D"
"P:r1@TMEM53"	8.6428540219411e-204	0.750528264214555	0.56	0.373	6.49225265566149e-199	"2"	"TMEM53"	"P"
"P:r1@PACSIN2"	4.79427676609414e-203	0.786859998314084	0.497	0.311	3.60131687838694e-198	"1"	"PACSIN2"	"P"
"P:r1@CMC2,r1@AC009070.1"	7.44892412624638e-203	0.646939506061753	0.828	0.659	5.59540833591249e-198	"4"	"CMC2,r1@AC009070.1"	"P"
"P:r1@MIR3188"	8.17170682134144e-203	1.43738450132798	0.299	0.119	6.13834101298705e-198	"4"	"MIR3188"	"P"
"P:r1@CHN1"	1.16471973944256e-202	0.74908933017509	0.295	0.112	8.7490252667707e-198	"3"	"CHN1"	"P"
"P:r1@DNAJC10"	1.3454549495185e-202	0.612908035528815	0.671	0.485	1.01066539442981e-197	"1"	"DNAJC10"	"P"
"P:r1@EEF2K"	1.42576424531208e-202	0.7833238964488	0.319	0.125	1.07099132815108e-197	"3"	"EEF2K"	"P"
"P:r1@ADDG01160284641.F"	1.69507762828518e-202	1.03277022043975	0.329	0.163	1.27329146203898e-197	"2"	"ADDG01160284641.F"	"P"
"P:r1@SQSTM1"	1.8730557042271e-202	0.556967417197293	0.983	0.973	1.40698325334427e-197	"5"	"SQSTM1"	"P"
"P:r1@GMDS"	2.03269857807982e-202	0.5703473957683	0.476	0.216	1.52690219089622e-197	"3"	"GMDS"	"P"
"P:r1@RAN"	2.18554462999026e-202	1.31441639495539	1	0.995	1.64171555970979e-197	"7"	"RAN"	"P"
"P:r1@DCTN6"	2.31261026858914e-202	0.743892679404725	0.784	0.601	1.7371634554561e-197	"4"	"DCTN6"	"P"
"P:r1@PARP4"	2.37377636681521e-202	0.965379682489721	0.407	0.235	1.78310959346058e-197	"1"	"PARP4"	"P"
"D:r1@ADDG16067148618.F"	2.6987216425419e-202	1.15352611616024	0.3	0.147	2.0271987362282e-197	"1"	"ADDG16067148618.F"	"D"
"P:r1@PDHB"	2.79393934475982e-202	0.685465932881094	0.813	0.64	2.09872341760323e-197	"4"	"PDHB"	"P"
"P:r1@HERPUD1"	4.02269456580183e-202	3.35687967429167	1	0.718	3.02172747699336e-197	"8"	"HERPUD1"	"P"
"P:r1@C11orf68"	6.74520417475004e-202	0.717639640140408	0.614	0.434	5.06679501994699e-197	"1"	"C11orf68"	"P"
"P:r1@PTTG1"	1.01802568806712e-201	3.82868192663217	0.914	0.367	7.64710356105382e-197	"7"	"PTTG1"	"P"
"P:r1@USP18"	1.1071209492562e-201	0.811639459694341	0.276	0.101	8.31636043452781e-197	"3"	"USP18"	"P"
"P:r1@TLE1"	1.13953119465085e-201	0.705291205810335	0.647	0.474	8.5598164748588e-197	"2"	"TLE1"	"P"
"P:r1@MRPL23"	1.2892081534681e-201	0.644630344251455	0.322	0.125	9.68414488640632e-197	"3"	"MRPL23"	"P"
"P:r1@APLP2"	1.41104434552013e-201	0.552203971938277	0.857	0.74	1.05993418102436e-196	"1"	"APLP2"	"P"
"P:r1@GCLC"	1.48742592003155e-201	1.15240293524665	0.459	0.242	1.1173097283501e-196	"4"	"GCLC"	"P"
"P:r1@UFSP2"	1.71871773263134e-201	0.745352968543805	0.573	0.389	1.29104919922068e-196	"1"	"UFSP2"	"P"
"P:r1@ITPK1"	2.146056276691e-201	1.2681618580618	0.396	0.195	1.61205309336197e-196	"4"	"ITPK1"	"P"
"P:r1@EIF4EBP2"	2.64845405536008e-201	0.595437833323028	0.874	0.711	1.98943923276483e-196	"4"	"EIF4EBP2"	"P"
"P:r1@RASSF1"	3.05356892892491e-201	1.117559334622	0.309	0.154	2.29374937234052e-196	"1"	"RASSF1"	"P"
"P:r1@MRGBP"	3.05861907881457e-201	0.719775735670207	0.561	0.373	2.29754289343314e-196	"1"	"MRGBP"	"P"
"P:r1@TKFC"	4.76092978998731e-201	0.600122268177045	0.412	0.177	3.57626763034476e-196	"3"	"TKFC"	"P"
"P:r1@DEK"	4.868908244156e-201	2.14434132235306	0.997	0.711	3.65737780576266e-196	"7"	"DEK"	"P"
"D:r1@ADDG17040363782.B"	5.21764213480398e-201	0.759168589035739	0.28	0.103	3.91933624240071e-196	"3"	"ADDG17040363782.B"	"D"
"P:r1@MTA3"	7.6218309273372e-201	0.871523964094556	0.438	0.261	5.72529073768788e-196	"1"	"MTA3"	"P"
"P:r1@DCK"	9.99341763538913e-201	2.83659529546798	0.579	0.098	7.50675552517526e-196	"7"	"DCK"	"P"
"P:r1@MTLN"	1.01201531805524e-200	0.531359070206385	0.938	0.864	7.60195546463551e-196	"4"	"MTLN"	"P"
"P:r1@DNAJC4,r1@VEGFB"	1.04370628463058e-200	0.545747142179261	0.9	0.76	7.8400084982595e-196	"4"	"DNAJC4,r1@VEGFB"	"P"
"P:r1@NTPCR"	1.26963361813739e-200	0.719420927315183	0.609	0.431	9.53710684936263e-196	"1"	"NTPCR"	"P"
"P:r1@LINC01914"	1.49997496944966e-200	0.947467264807522	0.466	0.285	1.1267361978015e-195	"2"	"LINC01914"	"P"
"P:r1@HMGB1"	1.70698572790633e-200	1.65113391214902	1	0.984	1.2822364692314e-195	"7"	"HMGB1"	"P"
"P:r1@MSH3"	2.34940426771167e-200	0.948093539809474	0.398	0.229	1.76480200377698e-195	"1"	"MSH3"	"P"
"P:r1@PDZD8"	2.56600840698732e-200	0.578478905905474	0.625	0.322	1.92750853507666e-195	"3"	"PDZD8"	"P"
"P:r1@GFPT2"	3.47158222621176e-200	0.513085109215325	0.741	0.42	2.60774842086349e-195	"3"	"GFPT2"	"P"
"P:r1@PDK4"	4.3520140062213e-200	1.06736327818059	0.941	0.705	3.26910236105326e-195	"6"	"PDK4"	"P"
"P:r1@RFXANK"	4.39811107955527e-200	0.683833920537316	0.608	0.424	3.30372909962953e-195	"1"	"RFXANK"	"P"
"P:r1@MSH2"	5.40802283688744e-200	2.82613246102245	0.571	0.096	4.06234451438474e-195	"7"	"MSH2"	"P"
"P:r1@VPS37B"	5.82950800920192e-200	1.02276674780189	0.373	0.209	4.37895153127221e-195	"1"	"VPS37B"	"P"
"P:r1@GOLGA5"	7.83355991795845e-200	0.620444835296402	0.645	0.469	5.88433520357285e-195	"1"	"GOLGA5"	"P"
"P:r1@STK25"	8.15112732122878e-200	0.580513640116308	0.736	0.574	6.12288230988742e-195	"1"	"STK25"	"P"
"P:r1@YDJC"	8.66722681230034e-200	0.588949910973144	0.381	0.159	6.51056076459564e-195	"3"	"YDJC"	"P"
"P:r1@PEG10"	9.21958949914962e-200	0.714302397268907	0.371	0.198	6.92547904407622e-195	"1"	"PEG10"	"P"
"P:r1@FAM43A"	1.23833982248636e-199	0.986107268879028	0.269	0.099	9.30203724457079e-195	"3"	"FAM43A"	"P"
"P:r1@ARSK"	1.41788456178851e-199	0.53308038558088	0.618	0.313	1.06507234627867e-194	"3"	"ARSK"	"P"
"P:r1@RPL14P1"	1.88377999730354e-199	0.564955906427945	0.627	0.326	1.4150390205745e-194	"3"	"RPL14P1"	"P"
"P:r1@FGFR1"	2.06439999996925e-199	0.649959367447412	0.614	0.418	1.5507153479769e-194	"1"	"FGFR1"	"P"
"P:r1@SUOX"	2.3886880959784e-199	0.982864716246487	0.449	0.281	1.7943108370561e-194	"2"	"SUOX"	"P"
"P:r1@CPZ"	4.56814046044398e-199	1.02351899382968	0.48	0.309	3.43145006967171e-194	"1"	"CPZ"	"P"
"D:r1@ADDG06112178220.F"	6.93955338472986e-199	1.07731532117649	0.386	0.22	5.21278431600753e-194	"1"	"ADDG06112178220.F"	"D"
"P:r1@BRD2"	1.29408081082384e-198	0.510642305984866	0.863	0.563	9.72074682666544e-194	"3"	"BRD2"	"P"
"P:r2@ZBTB7A"	1.57417875750732e-198	0.931926779432022	0.448	0.276	1.18247585727677e-193	"1"	"ZBTB7A"	"P"
"P:r1@NLGN2"	1.92131542750057e-198	0.70079111674961	0.293	0.11	1.4432345096756e-193	"3"	"NLGN2"	"P"
"P:r1@TCF7"	2.13992993159016e-198	3.08174833071477	0.443	0.059	1.60745116671258e-193	"7"	"TCF7"	"P"
"P:r1@DCAF12"	6.35688123861304e-198	0.589593313851298	0.5	0.235	4.77509848000896e-193	"3"	"DCAF12"	"P"
"P:r1@TMEM126A"	7.27760662533493e-198	0.633051778274742	0.842	0.673	5.46671976875284e-193	"4"	"TMEM126A"	"P"
"P:r1@PCNA"	8.26478414664049e-198	2.86243525222716	0.867	0.287	6.20825790743194e-193	"7"	"PCNA"	"P"
"P:r1@APOL6"	1.23375862581361e-197	1.04526611106091	0.519	0.299	9.26762466952406e-193	"4"	"APOL6"	"P"
"P:r1@HIBCH"	1.24654500503811e-197	0.767478652035098	0.731	0.531	9.36367211434481e-193	"4"	"HIBCH"	"P"
"P:r1@TNRC6B"	1.5628018978983e-197	0.610587614734356	0.375	0.156	1.17392990164427e-192	"3"	"TNRC6B"	"P"
"P:r1@RPL39L"	1.67233698959013e-197	2.60881600064313	0.861	0.257	1.25620937647042e-192	"7"	"RPL39L"	"P"
"P:r1@EIF2B3"	1.72030834441765e-197	0.724155161524685	0.752	0.556	1.2922440190762e-192	"4"	"EIF2B3"	"P"
"P:r1@COPS7A"	1.7715484952985e-197	0.589710985129554	0.724	0.563	1.33073408321337e-192	"1"	"COPS7A"	"P"
"P:r1@TPRA1"	2.01806153623481e-197	0.545704624677951	0.822	0.516	1.5159072841735e-192	"3"	"TPRA1"	"P"
"P:r1@DMGDH"	2.20413733970172e-197	0.689992792230096	0.312	0.122	1.65568184546374e-192	"3"	"DMGDH"	"P"
"P:r1@ATP1B1"	2.70624570708137e-197	3.00050050191529	0.435	0.057	2.03285058778831e-192	"7"	"ATP1B1"	"P"
"P:r2@ACIN1"	3.14344632128959e-197	0.598566438579653	0.461	0.21	2.3612625731631e-192	"3"	"ACIN1"	"P"
"P:r1@PYGB"	4.30119274499659e-197	0.623013450498007	0.794	0.665	3.23092695425909e-192	"2"	"PYGB"	"P"
"P:r1@ERO1A"	6.57903840956475e-197	0.506235628956109	0.802	0.478	4.94197628211275e-192	"3"	"ERO1A"	"P"
"P:r2@PCBP4"	1.12393586869049e-196	1.02190761680415	0.351	0.188	8.44266906484233e-192	"1"	"PCBP4"	"P"
"P:r1@NCEH1"	1.25598564895293e-196	3.17751078362581	0.357	0.039	9.43458739923971e-192	"7"	"NCEH1"	"P"
"P:r1@RSU1"	1.39049959251994e-196	0.559317111639242	0.926	0.819	1.0445015789132e-191	"4"	"RSU1"	"P"
"P:r1@GYS1"	1.60969341437366e-196	0.596773827320796	0.623	0.329	1.20915340207506e-191	"3"	"GYS1"	"P"
"P:r1@RPSAP19"	1.91005953911146e-196	0.553303863726797	0.494	0.229	1.43477942399436e-191	"3"	"RPSAP19"	"P"
"P:r1@FAM49B"	1.93708711772611e-196	1.23446032069305	0.411	0.209	1.45508173022232e-191	"4"	"FAM49B"	"P"
"P:r1@USP4"	2.03572622494917e-196	0.790769386201846	0.505	0.326	1.52917646839507e-191	"1"	"USP4"	"P"
"P:r1@DIAPH1"	2.18589111221345e-196	2.5957947171881	0.596	0.103	1.64197582676137e-191	"7"	"DIAPH1"	"P"
"P:r1@NCSTN"	4.67146919592375e-196	0.621125152056951	0.697	0.527	3.50906751590204e-191	"1"	"NCSTN"	"P"
"P:r1@DTYMK"	4.68918492354288e-196	2.48815523390638	0.983	0.521	3.52237503901771e-191	"7"	"DTYMK"	"P"
"P:r1@DSN1"	5.55165388903876e-196	2.77422551542166	0.618	0.114	4.17023585182924e-191	"7"	"DSN1"	"P"
"P:r1@DAXX"	5.70581550472014e-196	0.749620159100333	0.548	0.367	4.28603743268063e-191	"1"	"DAXX"	"P"
"P:r1@PTPN9"	5.77203482880313e-196	1.13237105054671	0.286	0.14	4.33577940235204e-191	"1"	"PTPN9"	"P"
"P:r1@SPCS2"	7.09138158543832e-196	0.695996849311255	0.944	0.907	5.3268331055337e-191	"5"	"SPCS2"	"P"
"P:r1@COMP"	7.26195617215603e-196	1.87824627695269	0.541	0.404	5.45496361783845e-191	"1"	"COMP"	"P"
"P:r1@MOSPD2"	8.3993403057871e-196	0.977927331584718	0.534	0.312	6.3093324574981e-191	"4"	"MOSPD2"	"P"
"P:r2@FRMD4A"	9.31064696877455e-196	2.81457479935965	0.404	0.049	6.99387868353438e-191	"7"	"FRMD4A"	"P"
"P:r1@PATL1"	9.80501739046284e-196	0.998483613665203	0.352	0.19	7.36523491319397e-191	"1"	"PATL1"	"P"
"P:r1@MANF"	1.22856008385049e-195	3.1892191319473	1	0.733	9.22857478185972e-191	"8"	"MANF"	"P"
"P:r1@GLIPR1"	1.51265456122267e-195	2.76735538616602	0.947	0.326	1.13626072675364e-190	"7"	"GLIPR1"	"P"
"P:r1@AP1M1"	1.79727243602142e-195	0.657633355706705	0.614	0.428	1.35005713576621e-190	"1"	"AP1M1"	"P"
"P:r1@MOXD1"	1.90656441654526e-195	0.68724974173255	0.781	0.523	1.4321539927763e-190	"3"	"MOXD1"	"P"
"P:r1@SLC25A12"	2.05943336485041e-195	0.573515632215515	0.386	0.163	1.54698456067468e-190	"3"	"SLC25A12"	"P"
"P:r1@EP400"	2.12044897378583e-195	0.884125676516163	0.431	0.258	1.5928176556387e-190	"1"	"EP400"	"P"
"P:r1@EDNRB"	3.28115080893805e-195	0.918700456373567	0.764	0.513	2.46470205315e-190	"5"	"EDNRB"	"P"
"P:r1@PAFAH1B3"	3.41529502515667e-195	2.60731815483906	0.662	0.131	2.56546716404694e-190	"7"	"PAFAH1B3"	"P"
"P:r1@GPD1L"	3.5463880523046e-195	1.11880603487936	0.421	0.211	2.66394031324965e-190	"4"	"GPD1L"	"P"
"P:r1@GNPTAB"	4.58333267988997e-195	1.09743467366129	0.323	0.168	3.44286200915295e-190	"1"	"GNPTAB"	"P"
"P:r1@TMPO"	5.0695750732491e-195	0.885100055387278	0.37	0.205	3.80811270777253e-190	"1"	"TMPO"	"P"
"P:r1@PTPN2"	6.70596926341793e-195	0.810167494147993	0.499	0.32	5.03732293160165e-190	"1"	"PTPN2"	"P"
"D:r1@ADDG02090245612.R"	6.84792148421881e-195	1.51853931514912	0.314	0.138	5.14395318130065e-190	"4"	"ADDG02090245612.R"	"D"
"P:r1@ADDG08022102233.R"	9.68057620314898e-195	1.27501731414428	0.261	0.121	7.27175842651942e-190	"1"	"ADDG08022102233.R"	"P"
"P:r2@PLEC"	1.01935098202892e-194	2.66447887571957	0.62	0.114	7.65705877170661e-190	"7"	"PLEC"	"P"
"P:r1@AK4"	1.16144239000264e-194	0.996726857564407	0.588	0.372	8.72440680098282e-190	"4"	"AK4"	"P"
"D:r1@ADDG02054972881.R"	1.20835299277739e-194	0.871826840845147	0.615	0.397	9.07678517584593e-190	"4"	"ADDG02054972881.R"	"D"
"P:r1@MRPL24"	2.28613385526055e-194	0.548962296299694	0.899	0.775	1.71727516805607e-189	"4"	"MRPL24"	"P"
"P:r1@MRPS35"	2.48785440674523e-194	0.59717763573006	0.894	0.783	1.86880159471481e-189	"4"	"MRPS35"	"P"
"P:r1@MSX1"	6.2351124773563e-194	0.831447778299585	0.621	0.507	4.68362943961573e-189	"0"	"MSX1"	"P"
"P:r1@A4GALT"	7.07830079343752e-194	0.790813682019923	0.61	0.436	5.31700720700646e-189	"1"	"A4GALT"	"P"
"P:r1@SPATA33"	1.31374754847342e-193	0.537984541574319	0.476	0.218	9.86847745986781e-189	"3"	"SPATA33"	"P"
"P:r1@ADCY3"	1.33241882787214e-193	1.13990343187459	0.326	0.173	1.00087305093271e-188	"1"	"ADCY3"	"P"
"P:r1@MMS22L"	1.50663402399371e-193	3.25312515297967	0.307	0.029	1.13173827980335e-188	"7"	"MMS22L"	"P"
"P:r1@CCNG2"	1.63073748747632e-193	0.550209877303285	0.544	0.268	1.22496107846759e-188	"3"	"CCNG2"	"P"
"P:r1@TLN2"	2.44820851716372e-193	0.676753604809589	0.784	0.587	1.83902079183787e-188	"4"	"TLN2"	"P"
"P:r1@ATG12"	2.52129813098458e-193	0.733213021520984	0.801	0.636	1.89392351705168e-188	"4"	"ATG12"	"P"
"P:r1@FGGY"	2.80498540373312e-193	1.22684675139137	0.278	0.135	2.10702088572221e-188	"1"	"FGGY"	"P"
"P:r1@PDGFRB"	2.91232746517024e-193	0.528071006183424	0.867	0.83	2.18765302201193e-188	"0"	"PDGFRB"	"P"
"P:r1@KLF15"	3.20806420971361e-193	0.590683531623294	0.643	0.432	2.40980159241057e-188	"2"	"KLF15"	"P"
"P:r1@TMEM234"	3.48640086970099e-193	0.985085984222747	0.346	0.184	2.61887974129329e-188	"1"	"TMEM234"	"P"
"P:r1@SPAG4"	4.67653053714677e-193	1.26880017846028	0.27	0.129	3.51286944358854e-188	"1"	"SPAG4"	"P"
"P:r1@MT1M"	6.24103717666236e-193	0.65496829475303	0.848	0.72	4.68807989599346e-188	"0"	"MT1M"	"P"
"P:r1@UROS"	1.01885666916515e-192	0.562680666040477	0.899	0.77	7.65334564176783e-188	"4"	"UROS"	"P"
"P:r1@KBTBD4"	1.05588656004687e-192	1.22976541132018	0.261	0.122	7.93150307310409e-188	"1"	"KBTBD4"	"P"
"P:r1@PHF23"	1.09112791038439e-192	0.694205526829976	0.611	0.434	8.19622552443445e-188	"1"	"PHF23"	"P"
"P:r1@TNFRSF12A"	1.17612890031721e-192	2.62617293052383	0.972	0.398	8.83472746051277e-188	"7"	"TNFRSF12A"	"P"
"P:r2@ZBTB38"	1.18936634377479e-192	0.768883655489458	0.277	0.104	8.93416316453307e-188	"3"	"ZBTB38"	"P"
"P:r1@USB1"	1.21175039471464e-192	0.870663971641953	0.424	0.252	9.10230543997794e-188	"1"	"USB1"	"P"
"P:r1@RFC2"	1.37460572338154e-192	2.67106543081681	0.753	0.183	1.03256258123252e-187	"7"	"RFC2"	"P"
"P:r1@BDKRB2,r1@AL355102.2"	1.45297851390387e-192	1.20006161371562	0.313	0.159	1.09143387028917e-187	"1"	"BDKRB2,r1@AL355102.2"	"P"
"P:r1@FJX1"	1.6899117653269e-192	1.40853084371654	0.374	0.182	1.26941102076061e-187	"4"	"FJX1"	"P"
"P:r1@RFC4"	2.32509813996876e-192	2.57918826553699	0.748	0.174	1.74654396980033e-187	"7"	"RFC4"	"P"
"P:r1@FGFRL1"	2.33953112312479e-192	0.632033281965239	0.374	0.159	1.75738559375765e-187	"3"	"FGFRL1"	"P"
"P:r1@ARHGAP24"	2.83746158585809e-192	1.06182644731831	0.334	0.177	2.13141601944902e-187	"1"	"ARHGAP24"	"P"
"P:r1@THG1L"	3.47185464898447e-192	0.9715763238429	0.395	0.229	2.60795305667766e-187	"1"	"THG1L"	"P"
"P:r1@TOB1"	3.5313810144969e-192	0.722585056589469	0.769	0.571	2.65266747665963e-187	"4"	"TOB1"	"P"
"P:r1@PGP"	3.7664607043124e-192	0.734348462699473	0.747	0.558	2.82925228725834e-187	"4"	"PGP"	"P"
"P:r1@KCTD17"	3.76689678818471e-192	0.972074518752744	0.341	0.181	2.82957986038071e-187	"1"	"KCTD17"	"P"
"P:r1@FAM3C"	3.9878250046307e-192	0.603448476970392	0.759	0.602	2.99553450872844e-187	"1"	"FAM3C"	"P"
"P:r1@GCAT"	4.07850604082653e-192	0.525131521663452	0.806	0.485	3.06365138268766e-187	"3"	"GCAT"	"P"
"P:r1@ITGA4"	5.73008878695342e-192	0.549105726121478	0.492	0.236	4.3042707940958e-187	"3"	"ITGA4"	"P"
"P:r1@CHORDC1"	6.09821669794675e-192	0.803261401716082	0.692	0.486	4.58079743699666e-187	"4"	"CHORDC1"	"P"
"P:r1@HOXD8"	8.0576094674688e-192	0.56212362323369	0.44	0.198	6.05263450367854e-187	"3"	"HOXD8"	"P"
"P:r1@WNK1"	9.96806212494252e-192	0.853500447460815	0.461	0.286	7.48770922639307e-187	"1"	"WNK1"	"P"
"P:r1@OLFM2"	1.35319672946588e-191	1.07079536770102	0.445	0.274	1.01648078727289e-186	"1"	"OLFM2"	"P"
"P:r1@AKR1C1"	2.34430006462099e-191	0.748497760774365	0.99	0.908	1.76096787954135e-186	"5"	"AKR1C1"	"P"
"P:r1@AKAP12"	3.48185059051388e-191	0.675174375584978	0.717	0.557	2.61546170807631e-186	"2"	"AKAP12"	"P"
"P:r1@RELL1"	3.54029064422623e-191	0.625238899564811	0.435	0.2	2.65936012322342e-186	"3"	"RELL1"	"P"
"P:r1@LIN9"	4.96412013020332e-191	3.30856878675271	0.283	0.025	3.72889811820483e-186	"7"	"LIN9"	"P"
"P:r1@FADS2"	6.69011599345196e-191	0.509751269667771	0.874	0.749	5.02541443080131e-186	"0"	"FADS2"	"P"
"P:r1@POLR2C"	9.23671652512561e-191	0.628045344900093	0.646	0.47	6.93834435217861e-186	"1"	"POLR2C"	"P"
"P:r1@TIAL1"	9.4872715158749e-191	0.54233600978709	0.74	0.574	7.12655374457975e-186	"1"	"TIAL1"	"P"
"P:r1@GCHFR"	1.01744362286774e-190	1.39726962045898	0.384	0.188	7.64273126189563e-186	"4"	"GCHFR"	"P"
"P:r1@ENOSF1"	1.18637093845347e-190	0.564077723167234	0.551	0.272	8.9116625783809e-186	"3"	"ENOSF1"	"P"
"P:r1@CYTOR,r1@AC133644.3"	1.50971548656396e-190	2.03620849209037	0.928	0.265	1.13405298204225e-185	"7"	"CYTOR,r1@AC133644.3"	"P"
